geometry.coordinates,properties.GRID_ADDRE,properties.FIXTURE_ST,long,lat,copyright,date,pano_id,status,view_lat,view_long,streetview_dist,light_shown,pole_shown,able_zoom,pan_need,bearing_adj,remove
"[-78.473855, 38.023837]",G0025OC9000,ENCL,-78.473855,38.023837,© Google,2019-07,MBUrEPBsJ6J4pe6UmZYfKg,OK,38.02383505,-78.47385376,0.242130606,1,1,1,0,0,
"[-78.461803, 38.024555]",G0025VC8600,COXX,-78.461803,38.024555,© Google,2019-07,uPy5ISoWonRzEJzJ3-mBHw,OK,38.02455348,-78.46179821,0.452949805,0,1,0,medium,0,
"[-78.476707, 38.056252]",G0026NK3600,OPEN,-78.476707,38.056252,© Google,2019-07,RRJMq3jUaoUwwu8h7_Nywg,OK,38.05625696,-78.47670582,0.560021542,0,0,0,0,1,
"[-78.494964, 38.023632]",G0025CB7900,ENCL,-78.494964,38.023632,© Google,2019-07,hu3D-nRt6AQ7CcmDX7j7Kg,OK,38.023637,-78.49496594,0.580894151,1,1,0,0,1,
"[-78.501543, 38.037868]",F2325WM8200,OPEN,-78.501543,38.037868,© Google,2015-10,5XE4xrVrV5Yu-MV8TtdI0g,OK,38.0378639,-78.501537,0.695864372,0,1,0,high,0,
"[-78.493445, 38.037267]",G0025DL6900,ENCL,-78.493445,38.037267,© Google,2017-06,3kpP-OxgQ4keGnEnye_shQ,OK,38.03726329,-78.4934383,0.718072197,0,1,0,medium,0,
"[-78.493943, 38.035373]",G0025DK4400,ENCL,-78.493943,38.035373,© Google,2019-07,VdG9wMnd5yWaId6-YeH4Hw,OK,38.03537543,-78.49393468,0.778413178,0,0,0,0,1,
"[-78.481871, 38.033512]",G0025KJ2000,ENCL,-78.481871,38.033512,© Google,2012-08,OOuKiGFStEol8ZZkaOGWtg,OK,38.03350874,-78.48186304,0.787458155,0,0,0,0,1,
"[-78.505734, 38.029487]",F2325UG5100,ENCL,-78.505734,38.029487,© Google,2015-10,PezLglqQFK6ZTFuhn7u6mA,OK,38.0294951,-78.5057335,0.90014705,0,0,0,0,1,
"[-78.484774, 38.026567]",G0025IE5100,ENCL,-78.484774,38.026567,© Google,2019-07,sxyLXQl1s1CwoeK9E9xrjw,OK,38.02657237,-78.48476617,0.909860641,0,1,0,medium,0,
"[-78.502026, 38.037047]",F2325WL6700,OPEN,-78.502026,38.037047,© Google,2015-10,K3yilaHcFugCRI827Y3sSw,OK,38.0370434,-78.5020159,0.972543319,0,1,0,medium,0,
"[-78.50819, 38.030502]",F2325TG0800,ENCL,-78.50819,38.030502,© Google,2015-10,1Tqcs71bQgeDlFkfOvRcHg,OK,38.03050531,-78.50817972,0.974418032,0,1,0,medium,0,
"[-78.4804, 38.03182]",G0025LH1900,ENCL,-78.4804,38.03182,© Encyclopedia Virginia,2017-06,CAoSLEFGMVFpcFBWajdMR0VYbG9BMUJvZUROSU85d2ZaN2JDdUdJQXNGWGxDUVlw,OK,38.03181879,-78.4804112,0.992042269,0,1,0,medium,0,
"[-78.517769, 38.018347]",F2324NM4900,ENFL,-78.517769,38.018347,© Google,2012-08,ammB0uTagpyea2A9k4Hxfw,OK,38.01834335,-78.51775856,1.002517791,0,0,0,0,1,
"[-78.508377, 38.023311]",F2325TB1500,ENCL,-78.508377,38.023311,© Google,2012-08,D7ZsrVRjH_qR6nWWobHWhQ,OK,38.0233194,-78.50837276,1.003869511,,1,,,,
"[-78.479491, 38.020937]",G0025LP6100,OPEN,-78.479491,38.020937,© Google,2019-07,rNrr7j8fQHTfloILJEVhZQ,OK,38.02093046,-78.47949967,1.052236029,,,,,,
"[-78.481313, 38.031209]",G0025KH6500,ENCL,-78.481313,38.031209,© Google,2015-10,TT0MWH0ri8y8147LKLr_Rw,OK,38.03120176,-78.48130481,1.078531487,,1,,,,
"[-78.487781, 38.028118]",G0025GF8200,ENCL,-78.487781,38.028118,© Google,2017-07,Uq84gUzlrWiVgNbRUkzqiw,OK,38.02810848,-78.48778408,1.090674946,,1,,,,
"[-78.480655, 38.031891]",G0025KI9000,ENCL,-78.480655,38.031891,© Encyclopedia Virginia,2017-06,CAoSLEFGMVFpcE5ZaGpSSzI0bUFEXzMyQmo3cXlWdWFCR25tVGs5U2stR2p1Mkt3,OK,38.03189622,-78.48064298,1.203754169,,,,,,
"[-78.493579, 38.027608]",G0025DE5800,ENCL,-78.493579,38.027608,© Google,2012-10,DTOyoDdqgy2DeMw-7fBYZg,OK,38.0275979,-78.493584,1.203958547,,1,,,,
"[-78.472942, 38.021944]",G0025PA5500,ENCL,-78.472942,38.021944,© Google,2017-07,tL1aQRszB_FaUF12sAUf3w,OK,38.02193626,-78.47295233,1.249752829,,1,,,,
"[-78.474099, 38.023977]",G0025OC9100,ENCL,-78.474099,38.023977,© Google,2019-07,mnylGAUAJLHN7KBDNNi6fA,OK,38.02396562,-78.47409767,1.26893799,,1,,,,
"[-78.48514, 38.024255]",G0025IL4300,ENCL,-78.48514,38.024255,© Google,2019-07,euoh51KcF1oD7q0JQhUasg,OK,38.02426166,-78.48515186,1.276711916,,1,,,,
"[-78.493074, 38.034966]",G0025DK9100,ENCL,-78.493074,38.034966,© Google,2019-07,DPIZfE0KCGeEQdn07eaCKg,OK,38.0349776,-78.49307179,1.302379604,,1,,,,
"[-78.504612, 38.04609]",F2326VD1200,ENCL,-78.504612,38.04609,© Google,2019-07,DrK213hbxcQjVDOyvzVyow,OK,38.04608235,-78.50460009,1.346880761,,1,,,,
"[-78.473924, 38.027496]",G0025OE8600,ENFL,-78.473924,38.027496,© Google,2019-07,pvgfX_28ay0OtwdHTS8uaQ,OK,38.0275013,-78.47390963,1.392642609,,,,,,
"[-78.494221, 38.047918]",G0026DE2500,ENCL,-78.494221,38.047918,© Google,2012-08,UvC7MYMdMEp5ulh2YfU-1g,OK,38.04790806,-78.49421121,1.398584732,,1,,,,
"[-78.476774, 38.043866]",G0026NB3500,ENCL,-78.476774,38.043866,© Google,2019-07,0QoExkde2xfy-K0j6mzSjg,OK,38.04387134,-78.47675947,1.406397785,1,1,1,,,
"[-78.461523, 38.038619]",G0025VM9800,ENCL,-78.461523,38.038619,© Google,2019-07,6XvpKiTMXmDdBR5VyC949A,OK,38.03860784,-78.46153061,1.407427105,,1,,,,
"[-78.497551, 38.042215]",G0026BA3300,ENFL,-78.497551,38.042215,© Google,2012-08,-V5nd8tzt82MANPwmDEKpw,OK,38.04221558,-78.49753482,1.422183168,,,,,,
"[-78.499971, 38.053967]",F2326TA1700,ENCL,-78.499971,38.053967,© Google,2019-05,MbNsnOGQMW_vRIQyE68_9g,OK,38.05396545,-78.49998713,1.425754775,,1,,,,
"[-78.477804, 38.03661]",G0025ML5100,ENCL,-78.477804,38.03661,© Google,2019-07,CUBBpeG2CuEqXU3-YHQOzg,OK,38.03661936,-78.47781581,1.468192963,,,,,,
"[-78.48985, 38.027558]",G0025FE6800,ENCL,-78.48985,38.027558,© Google,2019-07,FSeJ78I5hRlH5NWGyrqzKw,OK,38.0275507,-78.48983568,1.495882357,,1,,,,
"[-78.499384, 38.034545]",G0025AJ2800,ENCL,-78.499384,38.034545,© Threshold 360,2017-03,CAoSLEFGMVFpcE1LLXVUMWZJc04tTzV4OWgwNnVKaFFncl81X3R4RWVpbkdNY0lW,OK,38.03454084,-78.49940045,1.516501921,,,,,,
"[-78.490366, 38.02654]",G0025FD3900,COLN,-78.490366,38.02654,© Google,2017-07,JgrDhzOzuNo3itR6OmZ-Cw,OK,38.0265527,-78.49037291,1.534887575,1,1,1,,,
"[-78.500739, 38.054746]",F2326XJ3300,ENCL,-78.500739,38.054746,© Google,2019-05,qnaRMN6KdF2yXasROrCs9g,OK,38.05474224,-78.50075584,1.536171323,,1,,,,
"[-78.464362, 38.037404]",G0025UL3900,COXX,-78.464362,38.037404,© Google,2019-07,QEuPy35rUbYp16CRFpLKlg,OK,38.0373906,-78.4643668,1.545900707,,1,,,,
"[-78.511148, 38.039339]",F2325RN2300,ENCL,-78.511148,38.039339,© Google,2015-10,GY0cINeTTilf2Adt7qhEDw,OK,38.03932623,-78.51115643,1.599085208,,1,,,,
"[-78.461078, 38.025658]",G0025WD2400,ENCL,-78.461078,38.025658,© Google,2019-07,67054ZMMuSSTchB7OmLamA,OK,38.02565182,-78.46106154,1.600342159,,1,,,,
"[-78.511469, 38.018347]",F2324RN1300,ENFL,-78.511469,38.018347,© Google,2012-07,uvWFjfmPofGFO4auj8e61Q,OK,38.0183489,-78.5114509,1.603302097,1,1,1,,,
"[-78.521607, 38.022345]",F2325LA3900,ENCL,-78.521607,38.022345,© Google,2019-07,G8zBgg-oX05qO6G1s4AvMw,OK,38.02233417,-78.52159479,1.610886771,,1,,,,
"[-78.497317, 38.041485]",G0025BO4900,COXX,-78.497317,38.041485,© Google,2019-07,ArMeep8MICbWngIU0MEFWw,OK,38.04147087,-78.49732118,1.611159066,1,1,1,0,0,
"[-78.463156, 38.025709]",G0025VD0400,ENCL,-78.463156,38.025709,© Google,2019-07,VlwioVff_tc9sPBt-7CyDQ,OK,38.02571295,-78.46317378,1.62140182,,,,,,
"[-78.516226, 38.016318]",F2324OL4700,ENCL,-78.516226,38.016318,© Google,2012-10,k9XjqQc9PTjG9840fKzATw,OK,38.01630894,-78.51624051,1.623216616,,1,,,,
"[-78.494131, 38.038202]",G0025DM3600,ENCL,-78.494131,38.038202,© Google,2017-06,bmSvBtLWkn-t16wKoK5bxQ,OK,38.03821654,-78.49412794,1.635803225,1,1,1,0,0,
"[-78.49972, 38.024049]",F2325XC9200,COXX,-78.49972,38.024049,© Google,2012-08,R4nmlRDcaobQKg8Ru1BOmA,OK,38.0240592,-78.4997338,1.658313404,,,,,,
"[-78.522562, 38.021943]",F2325KA8600,ENCL,-78.522562,38.021943,© Google,2019-07,CdwkVdNPFYgcDJYI9KxW4A,OK,38.02195372,-78.52254866,1.669367469,1,1,0,low,0,
"[-78.470742, 38.046408]",G0026QD6500,ENCL,-78.470742,38.046408,© Google,2019-07,ppwnZ2sWKvar_-j388eyRA,OK,38.04639377,-78.47073546,1.681055051,,,,,,
"[-78.458399, 38.03893]",G0025XN7000,ENCL,-78.458399,38.03893,© Google,2019-07,Mtx3OAMj21kU586JFs8LxQ,OK,38.0389397,-78.4583839,1.707734446,,,,,,
"[-78.472146, 38.03404]",G0025PJ8400,ENCL,-78.472146,38.03404,© Google,2017-07,AxcP6v0NXU_SMooHqfpniw,OK,38.03405427,-78.47215338,1.711855178,,,,,,
"[-78.489575, 38.024933]",G0025FC8900,ENCL,-78.489575,38.024933,© Google,2012-08,k-1uGguQjq5C4t83hfQCSQ,OK,38.02492029,-78.48956385,1.717288381,0,1,0,medium,0,
"[-78.477596, 38.035699]",G0025MK7600,ENFL,-78.477596,38.035699,© Google,2019-07,YD_T8RA8lfdzi-L0WunZyQ,OK,38.0356872,-78.47760921,1.749423772,0,1,0,medium,1,
"[-78.470567, 38.02301]",G0025RB0400,ENCL,-78.470567,38.02301,© Google,2019-07,APykJFHherdP__DAURA2-g,OK,38.02299614,-78.47057649,1.749913838,0,1,0,medium,0,
"[-78.461029, 38.025097]",G0025WC2900,ENCL,-78.461029,38.025097,© Google,2019-07,L3zV4gEMVkmytk_HK6d3XA,OK,38.02510196,-78.46100963,1.787595655,,,,,,
"[-78.488357, 38.027762]",G0025GE5900,ENCL,-78.488357,38.027762,© Google,2019-07,SZ1DXPtkNiOofHf3d9fHag,OK,38.02777676,-78.48836582,1.811614064,1,0,1,0,1,
"[-78.475997, 38.033939]",G0025NJ6500,ENCL,-78.475997,38.033939,© Google,2019-07,6gyuITzleOugR0e0xcTE3Q,OK,38.0339226,-78.4759959,1.822912539,,,,,,
"[-78.473032, 38.018369]",G0024PN3300,ENCL,-78.473032,38.018369,© Google,2019-07,EVfwHjIf4NH5T30FjoQGuQ,OK,38.01835919,-78.47301532,1.824852867,0,1,0,medium,0,
"[-78.514801, 38.023453]",F2325PB2700,ENCL,-78.514801,38.023453,© Google,2012-08,4yfXjOIVpQBwZYMYe3DEwA,OK,38.0234431,-78.5148176,1.825371001,,,,,,
"[-78.465122, 38.034838]",G0025TK8000,ENFL,-78.465122,38.034838,© Google,2012-08,7igZq9PmANLQUaGNGK6Cng,OK,38.03483449,-78.46514232,1.825524778,,,,,,
"[-78.490122, 38.030409]",G0025FG6900,ENCL,-78.490122,38.030409,© Google,2019-07,Mbo_u-_md8UHONOjxU1mLQ,OK,38.0304074,-78.4901011,1.843514461,,,,,,
"[-78.490618, 38.049965]",G0026FG2000,ENCL,-78.490618,38.049965,© Google,2019-07,lGThQK_rUeZTqfN1qbEHNA,OK,38.04995103,-78.49062956,1.852757443,0,1,0,medium,0,
"[-78.49149, 38.035036]",G0025EK7200,ENCL,-78.49149,38.035036,© Google,2019-07,OuhL_1EaDkQpT8NQXfWBAQ,OK,38.03502548,-78.49147326,1.877468707,,,,,,
"[-78.488102, 38.035015]",G0025GK6200,ENCL,-78.488102,38.035015,© Google,2019-07,77AzgvaeG_NBOO03YkZphA,OK,38.03500197,-78.48811601,1.898598369,,,,,,
"[-78.506692, 38.031738]",F2325UH0800,ENCL,-78.506692,38.031738,© Google,2019-07,GezvFCupr0FsJp8XuO049A,OK,38.03175491,-78.50669717,1.931143607,,,,,,
"[-78.500483, 38.038793]",F2325XM7800,ENCL,-78.500483,38.038793,© Google,2019-07,SaAdVpyjGkZJ6pnASZzFqA,OK,38.03877722,-78.50049235,1.934375908,,,,,,
"[-78.467875, 38.030165]",G0025SG3600,ENCL,-78.467875,38.030165,© Google,2012-08,KnO91WnHdeM_jksYtr6rXg,OK,38.03017217,-78.46789532,1.952913861,,,,,,
"[-78.467468, 38.034654]",G0025SJ9000,ENCL,-78.467468,38.034654,© Google,2012-08,XC5hNE5xvcXonwJCScd1dg,OK,38.0346385,-78.467457,1.972954213,,,,,,
"[-78.481221, 38.029785]",G0025KG6400,ENCL,-78.481221,38.029785,"© Central-Virginia Photography-Services, LLC",2016-08,CAoSLEFGMVFpcFBfSUZ4Qm03M0dmWF9jbVhSMXp6ckZyR2VPSzgzM3VrS1dCRjhw,OK,38.0297917,-78.4812,1.988069461,,,,,,
"[-78.496224, 38.049613]",G0026CF1900,ENCL,-78.496224,38.049613,© Google,2012-08,NeKJy8MdjTwMJQ9cKQCaKw,OK,38.0496302,-78.49623034,1.988300496,,,,,,
"[-78.481698, 38.034917]",G0025KK1300,ENCL,-78.481698,38.034917,© Google,2019-07,zByPJo_3SZJo8-COnplWhA,OK,38.03492966,-78.4816818,1.999419967,,,,,,
"[-78.495755, 38.057138]",G0026CL3200,ENFL,-78.495755,38.057138,© Google,2019-07,NRo3wUNugQJPKK7xAH2RPA,OK,38.0571228,-78.4957426,2.007701554,,,,,,
"[-78.478556, 38.031562]",G0025MH1600,ENCL,-78.478556,38.031562,© Google,2018-06,zJNKSO6nVJd_kXrCKZLPMg,OK,38.0315787,-78.478547,2.015034626,,,,,,
"[-78.506578, 38.025114]",F2325TC9900,ENCL,-78.506578,38.025114,© Google,2019-07,PPHSIodYV0HBSShpzO5EPQ,OK,38.0251026,-78.50656004,2.021690003,,,,,,
"[-78.493976, 38.036261]",G0025DL3100,ENCL,-78.493976,38.036261,© Google,2017-06,9KxRmB6kJiDE9MGukwU6jQ,OK,38.0362743,-78.49396,2.037726008,,,,,,
"[-78.498953, 38.041993]",G0026AA4100,ENCL,-78.498953,38.041993,© Google,2019-07,4vvDkaCB5kve2U8zm85w6A,OK,38.04200578,-78.49893632,2.038649327,,,,,,
"[-78.499106, 38.029334]",G0025AG3000,ENCL,-78.499106,38.029334,© Google,2012-08,oTpw4uiTyUFqYtYmivvQgg,OK,38.02934815,-78.49912091,2.04438602,,,,,,
"[-78.490339, 38.050194]",G0026FG5100,ENCL,-78.490339,38.050194,© Google,2019-07,UHhnPtib7lU0F9WGxxlFWQ,OK,38.05017653,-78.49033161,2.044858109,,,,,,
"[-78.480695, 38.015754]",G0024LL0300,ENCL,-78.480695,38.015754,© Google,2019-07,_bzy2aPUdXcHy_5l1WAnCQ,OK,38.01573848,-78.48068246,2.044861605,,,,,,
"[-78.473432, 38.027203]",G0025PE1500,COXX,-78.473432,38.027203,© Google,2019-07,yqmXCwjXW7oWur1X30UcZA,OK,38.0272143,-78.4734506,2.059158437,,,,,,
"[-78.496806, 38.015401]",G0024BL5000,COLN,-78.496806,38.015401,© Google,2019-07,mI74MJtncWv_N7DGvOQk0g,OK,38.0154141,-78.4967891,2.077669792,1,1,1,0,0,
"[-78.477886, 38.024764]",G0025MC6700,ENCL,-78.477886,38.024764,© Google,2019-07,5hyKbGDWpmgeIsFfO2kd4A,OK,38.02477873,-78.47787126,2.085241634,,,,,,
"[-78.499582, 38.023451]",G0025AB1700,ENCL,-78.499582,38.023451,© Google,2012-08,nkdQx_oIXC9ZVeRCF7eZDg,OK,38.02343622,-78.49959668,2.086051059,1,1,1,low,0,
"[-78.5094, 38.037954]",F2325SM3300,ENFL,-78.5094,38.037954,© Google,2019-07,K58fitIAjsh8k1Cqc9-Q1g,OK,38.03793698,-78.50938975,2.09281491,,,,,,
"[-78.517755, 38.017448]",F2324NM5500,ENCL,-78.517755,38.017448,© Google,2012-08,GG2qEt4s2CGZRsEyt-z4mg,OK,38.01746498,-78.51774434,2.103940308,,,,,,
"[-78.508414, 38.037727]",F2325SM8300,ENCL,-78.508414,38.037727,© Google,2019-07,Rr-r9SwPKL6sfwkQe_JTmA,OK,38.03771081,-78.50842682,2.120490819,,,,,,
"[-78.47815, 38.025864]",G0025MD4500,ENCL,-78.47815,38.025864,© Google,2019-07,N8H1BT1GrN0_8BnkhWLugw,OK,38.02587564,-78.47813061,2.137290357,,,,,,
"[-78.488062, 38.027669]",G0025GE7600,ENFL,-78.488062,38.027669,© Google,2019-07,oLEnuOznSA8RYvjZz7Cmag,OK,38.0276827,-78.4880448,2.143118695,,,,,,
"[-78.483464, 38.030514]",G0025JH5000,ENCL,-78.483464,38.030514,© Threshold 360,2017-08,CAoSLEFGMVFpcFBQN0dycExxVGd3UG9GMlBDRnZrSXR0RUNJcUtNZFEzM0xvUE9j,OK,38.03051231,-78.48343962,2.14829317,,,,,,
"[-78.458145, 38.044346]",G0026XB9800,ENCL,-78.458145,38.044346,© Google,2014-10,sUROlrr2Kp45zUtL7XHflA,OK,38.04436383,-78.4581546,2.151010285,,,,,,
"[-78.491857, 38.050575]",G0026EG6400,ENCL,-78.491857,38.050575,© Google,2012-08,qWDl3UQ0mntcHdWSxVPTTw,OK,38.05056698,-78.49183434,2.179058758,1,1,1,low,0,
"[-78.49925, 38.0348]",G0025AK3000,ENCL,-78.49925,38.0348,© Google,2019-07,Moy6kTbPFBprXOkmmELhPQ,OK,38.03478752,-78.49923079,2.182351808,,,,,,
"[-78.490373, 38.026755]",G0025FE4200,COLN,-78.490373,38.026755,© Google,2017-07,uYmCKygkxbeyDOe6ClBz7Q,OK,38.02674046,-78.4903562,2.186073353,1,1,1,0,0,
"[-78.510082, 38.02753]",F2325RE9700,ENCL,-78.510082,38.02753,© Google,2012-08,0HBv5qPIzRICRB2hl8QrJw,OK,38.0275412,-78.5100615,2.187481157,,,,,,
"[-78.490009, 38.030712]",G0025FH6100,ENCL,-78.490009,38.030712,© Google,2019-07,UpMHC6tV5UKKHfaHIC7U-A,OK,38.03070463,-78.48998587,2.188796553,,,,,,
"[-78.501693, 38.037641]",F2325WM8100,ENCL,-78.501693,38.037641,© Google,2015-10,D5MqD3SO4BiC9HwcJ7piXw,OK,38.03764347,-78.50166806,2.206672937,,,,,,
"[-78.484555, 38.04719]",G0026IE6000,ENCL,-78.484555,38.04719,© Google,2019-07,Cd18A0FTCiU8DM0T5xZjGg,OK,38.04717905,-78.48457612,2.216524748,,,,,,
"[-78.477873, 38.032953]",G0025MI5700,ENCL,-78.477873,38.032953,© Google,2018-06,zmKU6_hiKiVcpeWoYb7dbg,OK,38.0329349,-78.4778622,2.22155144,,,,,,
"[-78.484867, 38.064783]",G0027IB5500,ENFL,-78.484867,38.064783,© Google,2018-06,EF26MI2J6myHvNwBommWqA,OK,38.0647633,-78.4848721,2.231985909,,,,,,
"[-78.499636, 38.038461]",G0025AM1600,ENCL,-78.499636,38.038461,© Google,2019-07,xTUe8wlW8KUFnUbcL4HyDQ,OK,38.03848007,-78.49962771,2.238280104,,,,,,
"[-78.475295, 38.023875]",G0025OC1100,ENCL,-78.475295,38.023875,© Google,2019-07,NnrDgCsuT6pxPVq8GqpQQg,OK,38.0238569,-78.47530642,2.245800804,1,1,1,0,0,
"[-78.496355, 38.057718]",G0026CL1600,ENFL,-78.496355,38.057718,© Google,2019-08,xBEeNf7LOUIrJN-fJ8dZaQ,OK,38.05770103,-78.49636899,2.248308442,,,,,,
"[-78.480228, 38.033678]",G0025LJ2100,ENCL,-78.480228,38.033678,© Google,2019-07,1Bm51K-69-1EhSMJMgT-fg,OK,38.03368018,-78.48020248,2.25367318,,,,,,
"[-78.487485, 38.029146]",G0025HF0900,ENCL,-78.487485,38.029146,© Google,2019-07,GqFcRvc5BFnqr_JkX6fgCA,OK,38.02912735,-78.48747465,2.260673856,,,,,,
"[-78.497923, 38.037307]",G0025BL0800,ENCL,-78.497923,38.037307,© Google,2019-07,SdaL7bpB9BaYYkAMs1yBiA,OK,38.03730537,-78.49789724,2.269001235,,,,,,
"[-78.488192, 38.029992]",G0025GG6500,ENCL,-78.488192,38.029992,© Google,2019-07,4ANFR4i6qkcRorscjzBlhg,OK,38.02999984,-78.48821588,2.270362849,,,,,,
"[-78.462056, 38.034362]",G0025VJ6600,ENCL,-78.462056,38.034362,© Google,2019-07,PNgEr1dgV9vJp-D-J0FEUg,OK,38.03437338,-78.46207773,2.287864097,,,,,,
"[-78.478906, 38.031672]",G0025MH0700,ENCL,-78.478906,38.031672,© Google,2019-07,rrDzf52p9yLlsasFKxXTTg,OK,38.03169062,-78.47889424,2.310869675,,,,,,
"[-78.490351, 38.028235]",G0025FF4300,ENCL,-78.490351,38.028235,© Google,2019-07,72Fssfi6SHLlHS5nrognbA,OK,38.0282341,-78.4903247,2.311267671,,,,,,
"[-78.469782, 38.033002]",G0025RI2700,ENCL,-78.469782,38.033002,© Google,2012-08,AHgIXL9XOpkPjeeYtFgUMw,OK,38.03301784,-78.46976478,2.318823312,,,,,,
"[-78.518189, 38.013471]",F2324NJ2800,ENCL,-78.518189,38.013471,© Google,2012-07,T33VwGffZwlHcOAWP3Rmbg,OK,38.01347931,-78.51816473,2.322231502,1,1,1,0,0,
"[-78.498558, 38.022991]",G0025AB7400,ENCL,-78.498558,38.022991,© Google,2019-07,7HBj7YGJLLES6vB4TVm3cQ,OK,38.0229949,-78.4985841,2.332237687,,,,,,
"[-78.487692, 38.028816]",G0025GF8600,ENCL,-78.487692,38.028816,© Google,2019-07,X0uJ-oN27HePT6Poxk1TYA,OK,38.02880272,-78.48767121,2.346150968,,,,,,
"[-78.513424, 38.024421]",F2325QC0400,ENCL,-78.513424,38.024421,© Google,2019-07,EnUxDWZEJsStwANM_HhB4Q,OK,38.02440526,-78.51344186,2.34757427,,,,,,
"[-78.512581, 38.013327]",F2324QJ4500,ENCL,-78.512581,38.013327,© Google,2012-07,5i-R5iOvjWh0qWIkYql8Tw,OK,38.01331827,-78.51255652,2.35811031,1,1,1,0,0,
"[-78.497153, 38.057718]",G0026BL5700,ENFL,-78.497153,38.057718,© Google,2019-08,-jVzSqB-MPKjNoDaD3OkZA,OK,38.05773194,-78.49717346,2.370460515,1,0,1,0,1,
"[-78.48651, 38.042355]",G0026HA6500,OPEN,-78.48651,38.042355,© Google,2019-07,AwRRYJyX34jJE0vH4Wu11g,OK,38.042361,-78.486536,2.37751209,1,1,1,0,0,
"[-78.509298, 38.025989]",F2325SD1600,ENCL,-78.509298,38.025989,© Google,2019-07,yeeYR7SfRvfP9Q4sQ7KfWQ,OK,38.0260096,-78.5092902,2.386896568,,,,,,
"[-78.498966, 38.035315]",G0025AK4400,ENCL,-78.498966,38.035315,© Google,2019-07,o8CPVGRaW8Ik4nNKH7RTlA,OK,38.03531508,-78.49893881,2.386916362,,,,,,
"[-78.516715, 38.020296]",F2324OO2700,ENCL,-78.516715,38.020296,© Google,2019-07,7kjdoiOtc32nW5FOz9NczQ,OK,38.02031746,-78.51671159,2.401268405,,,,,,
"[-78.474351, 38.025835]",G0025OD6500,ENCL,-78.474351,38.025835,© Google,2019-07,2-c8Fm8wxC91vKE6wcfKFw,OK,38.0258303,-78.47432423,2.407245684,,,,,,
"[-78.503514, 38.048632]",F2326VE8900,ENCL,-78.503514,38.048632,© Google,2019-05,R4RQhSEkNgxY6hDwTQjE9w,OK,38.04864356,-78.50349079,2.407865043,,,,,,
"[-78.510269, 38.037122]",F2325RL8900,ENCL,-78.510269,38.037122,© Google,2019-07,gGk1UI7dv6hRGycGG0tsDQ,OK,38.03710745,-78.51024852,2.416815176,,,,,,
"[-78.489981, 38.033991]",G0025FJ6500,ENCL,-78.489981,38.033991,© Google,2019-07,w5tZNOy9oOF4X0tghDm1AA,OK,38.03397297,-78.48996546,2.422385733,1,1,1,0,0,
"[-78.482307, 38.031822]",G0025KH0900,ENCL,-78.482307,38.031822,© Gerry Neary,2018-10,CAoSLEFGMVFpcE91YTR3V3pWcnZRcUttZ1hIUWhkdmtLbEczTlh3bEY2SlJ1U2Zs,OK,38.03180264,-78.48229416,2.426781233,,,,,,
"[-78.488788, 38.051404]",G0026GH2100,ENCL,-78.488788,38.051404,© Google,2019-07,dbXvKoEKHdlwyxLXeFPCpA,OK,38.05139529,-78.4887626,2.429597223,1,1,1,low,0,
"[-78.497366, 38.040153]",G0025BN3800,COBR,-78.497366,38.040153,© Google,2018-06,tzF_syxYL5-CHJiFjOQ2TA,OK,38.04015729,-78.4973932,2.434461753,,,,,,
"[-78.511861, 38.019125]",F2324RN1500,ENCL,-78.511861,38.019125,© Google,2012-07,WF9G49GZxdCl7v3vBdyNHw,OK,38.01911475,-78.51188552,2.434991044,,,,,,
"[-78.481338, 38.047683]",G0026KE6300,ENCL,-78.481338,38.047683,© Google,2012-08,QX90d0nMFYk4gVsAPDsd5Q,OK,38.0476619,-78.4813304,2.435197779,,,,,,
"[-78.472686, 38.069411]",G0027PE7900,COLN,-78.472686,38.069411,© Google,2019-07,AgNEJynlgDEb6KHUnTHicw,OK,38.06942765,-78.47270415,2.43953232,1,1,1,0,0,
"[-78.473643, 38.02427]",G0025PG0400,ENCL,-78.473643,38.02427,© Google,2019-07,6Jm1G3RBEdRZhgRF6zMqYQ,OK,38.0242506,-78.47365618,2.444775569,,,,,,
"[-78.499677, 38.043781]",G0026AB1300,ENCL,-78.499677,38.043781,© Google,2019-07,n-rJErCM17Dhc9Biw6OolA,OK,38.04378142,-78.49964895,2.463113593,1,1,0,0,0,
"[-78.500866, 38.037307]",F2325XL3900,ENCL,-78.500866,38.037307,© Google,2019-07,m6YgRuKIe5ansoVLD8BTjg,OK,38.03731546,-78.50083988,2.478337497,,,,,,
"[-78.476168, 38.028876]",G0025NF5700,ENCL,-78.476168,38.028876,© Google,2019-07,T0Bu0aA6qg2nfdPDicdZtA,OK,38.02888796,-78.47619201,2.49107274,,,,,,
"[-78.489663, 38.052578]",G0026FH8900,ENCL,-78.489663,38.052578,© Google,2012-08,FlX1eif3uQpl-VcrZwNGkw,OK,38.0525834,-78.4896906,2.495495758,1,1,1,0,0,
"[-78.497671, 38.057746]",G0026BL2700,ENFL,-78.497671,38.057746,© Google,2019-08,gJtpqfkL2G7osf8qRp18Gw,OK,38.05772433,-78.49767863,2.496555131,0,1,0,low,1,
"[-78.479915, 38.032462]",G0025LI4300,ENCL,-78.479915,38.032462,© Google,2018-06,pA_cpDzogBhOA5YaBbfdQA,OK,38.0324661,-78.4798869,2.508627628,1,1,1,0,0,
