geometry.coordinates,properties.GRID_ADDRE,properties.FIXTURE_ST,long,lat,copyright,date,pano_id,status,view_lat,view_long,streetview_dist,light_shown,pole_shown,able_zoom,pan_need,bearing_adj,remove
"[-78.46135, 38.025285]",G0025WD1100,ENCL,-78.46135,38.025285,© Google,2019-07,zGYRdU1Q_bcEsBv7mLZ20Q,OK,38.02526049,-78.46138096,3.845695535,,,,,,
"[-78.491878, 38.035533]",G0025EK6500,ENCL,-78.491878,38.035533,© Google,2019-07,TKJsU_Qk69sfKG_3Tb6e6g,OK,38.035513,-78.4919138,3.847632134,,,,,,
"[-78.473467, 38.022687]",G0025PB2200,ENCL,-78.473467,38.022687,© Google,2019-07,ZWebEW1pKxwa9ROHXoss_g,OK,38.0226844,-78.4734233,3.847933195,,,,,,
"[-78.48268, 38.022428]",G0025JA7900,ENCL,-78.48268,38.022428,© Google,2017-07,zzAzm_HlqsfeH8k7sDoAdw,OK,38.02240907,-78.48264328,3.8485241,,,,,,
"[-78.478601, 38.035166]",G0025MK1200,ENCL,-78.478601,38.035166,© Google,2012-10,LKItVgftj6IlaqytRW8qLA,OK,38.03518343,-78.47856309,3.849709774,1,1,1,0,0,
"[-78.498294, 38.03858]",G0025AM9900,ENCL,-78.498294,38.03858,© Google,2019-07,VnrSePHRyEZtj6JgVbCZdQ,OK,38.03860405,-78.49832574,3.8592383,,,,,,
"[-78.468948, 38.038914]",G0025RN6000,ENCL,-78.468948,38.038914,© Google,2019-07,TfrOV-UYwKLI3euPtMOoqw,OK,38.0389419,-78.4689216,3.867990351,1,1,1,0,0,
"[-78.482108, 38.031409]",G0025KH2800,ENCL,-78.482108,38.031409,© Google,2019-07,0wXMcESdMCjhyHO_BdF7JA,OK,38.03142579,-78.48206932,3.873251361,,,,,,
"[-78.482108, 38.031409]",G0025KH2800,ENCL,-78.482108,38.031409,© Google,2019-07,0wXMcESdMCjhyHO_BdF7JA,OK,38.03142579,-78.48206932,3.873251361,,,,,,
"[-78.508561, 38.026202]",F2325SD8700,ENCL,-78.508561,38.026202,© Google,2019-07,ae_nJ32lC4RZfjVwlhm7Bw,OK,38.02617424,-78.50858783,3.878646297,1,1,1,0,0,
"[-78.497626, 38.047007]",G0026BD3800,ENCL,-78.497626,38.047007,© Google,2015-10,1rXmH6_FBzsuEQLDf03WeA,OK,38.0470074,-78.4976702,3.879969428,,,,,,
"[-78.508705, 38.01691]",F2324SM8200,ENCL,-78.508705,38.01691,© Google,2019-07,C__NO2md6yfhLtdDkurkDw,OK,38.01688621,-78.5087374,3.882039113,1,1,1,0,0,
"[-78.4789, 38.021684]",G0025MA0400,ENFL,-78.4789,38.021684,© Google,2019-07,4AjB72_5f1VXSFVpAzw08g,OK,38.02170657,-78.47893394,3.893352801,1,1,1,0,0,
"[-78.478426, 38.056802]",G0026MK2900,OPEN,-78.478426,38.056802,© Google,2014-10,TysrlatnsYUlnAlpymhofQ,OK,38.05676751,-78.47843412,3.893821103,1,1,1,0,0,
"[-78.500256, 38.034537]",F2325XJ6800,ENCL,-78.500256,38.034537,© Google,2019-07,qO1nqvcGGICwilaWI6Zkgw,OK,38.03451884,-78.50029396,3.895248818,1,0,1,0,1,
"[-78.511501, 38.038451]",F2325RM1700,ENCL,-78.511501,38.038451,© Google,2015-10,mptoV29UgKiqJmwK3GWI0Q,OK,38.03845978,-78.51154396,3.895349339,,,,,,
"[-78.494569, 38.034107]",G0025DJ0500,ENCL,-78.494569,38.034107,© Google,2019-07,7Fx_EkOgjzJv_33Xr2MUng,OK,38.03407397,-78.49458399,3.895590143,,,,,,
"[-78.49359, 38.019071]",G0024DN5700,ENCL,-78.49359,38.019071,© Google,2019-07,LPSw4QWC7-Np98kOq40mmQ,OK,38.0190827,-78.4935481,3.901696265,,,,,,
"[-78.488834, 38.028995]",G0025GF2800,ENCL,-78.488834,38.028995,© Google,2019-07,6oCQeV8n8VKTCe_DYtRG8g,OK,38.02900934,-78.4888746,3.903525209,,,,,,
"[-78.486714, 38.058137]",G0026HL4900,COXX,-78.486714,38.058137,© Google,2019-07,8CFECx8JwxXGgrcHfaop8Q,OK,38.0581616,-78.4867458,3.904456466,,,,,,
"[-78.504761, 38.016798]",F2324VM0100,ENFL,-78.504761,38.016798,© Google,2012-07,dF6uVsz7R8EEWNRYuNPUEA,OK,38.01677323,-78.50472942,3.905260797,1,1,1,0,0,
"[-78.477303, 38.035429]",G0025MK8500,ENCL,-78.477303,38.035429,© Google,2019-07,IZJaOmAVo7vS-SEn-qJX8w,OK,38.03546404,-78.4773077,3.910751391,,,,,,
"[-78.495032, 38.033342]",G0025CI7900,ENCL,-78.495032,38.033342,© Google,2017-06,-5hzd5T3x0JNKLfZRRnfSw,OK,38.03336914,-78.49506045,3.913093211,,,,,,
"[-78.484867, 38.024759]",G0025IC5700,OPEN,-78.484867,38.024759,© Google,2019-07,cM8h3V2nazPTa0wiE26OKw,OK,38.0247939,-78.4848737,3.918207243,,,,,,
"[-78.514468, 38.028637]",F2325PF4400,ENCL,-78.514468,38.028637,© Google,2019-07,D82c97a59fCKXaFUeeyIGg,OK,38.02861729,-78.51443096,3.919167008,1,1,1,0,0,
"[-78.490146, 38.035166]",G0025FK5300,ENCL,-78.490146,38.035166,© Google,2019-07,lMyZhAODua7k8x_93DwG5g,OK,38.03515908,-78.49018978,3.91964941,,,,,,
"[-78.513609, 38.037678]",F2325PM0100,ENCL,-78.513609,38.037678,© Google,2019-07,QYhe_sb0d7Ad5P8Kv3HK9A,OK,38.03771157,-78.51359505,3.922398328,1,1,1,0,0,
"[-78.50497, 38.045113]",F2326UC9500,ENFL,-78.50497,38.045113,© Google,2019-07,Bg9XcXaO-lWZM3qKbuLtGA,OK,38.04513867,-78.50493926,3.924478686,1,1,1,0,0,
"[-78.478292, 38.030331]",G0025MG3800,ENCL,-78.478292,38.030331,© Google,2017-06,WnPyPKcEpPwHfVcJSa-Elw,OK,38.03030514,-78.47826151,3.924886479,,,,,,
"[-78.493805, 38.026756]",G0025DE4200,ENCL,-78.493805,38.026756,© Google,2019-07,kqFci-HOoG307h4R5L5vTg,OK,38.02673177,-78.49383757,3.925850237,1,1,1,0,0,
"[-78.51226, 38.029039]",F2325QF6700,ENCL,-78.51226,38.029039,© Google,2015-10,sW_KR4-EMwlc88o9L7ljxA,OK,38.0290105,-78.51228654,3.92876539,1,1,1,0,0,
"[-78.458404, 38.040973]",G0025XO8500,ENCL,-78.458404,38.040973,© Google,2019-07,7_ebECIIQ4PkYV_aFDWY9Q,OK,38.04100018,-78.45837532,3.929390225,1,1,1,low,0,
"[-78.487371, 38.028415]",G0025HF1400,ENCL,-78.487371,38.028415,© Google,2019-07,3rDeQ4fJN1LpFrL2mRCOIA,OK,38.02843696,-78.48733589,3.9294605,,,,,,
"[-78.500954, 38.038803]",F2325XM2900,ENCL,-78.500954,38.038803,© Google,2019-07,9C_VL4O9A3w-q10HWJgymQ,OK,38.0387683,-78.500945,3.931801981,1,1,1,0,0,
"[-78.47054, 38.040567]",G0025QO7200,ENCL,-78.47054,38.040567,© Google,2019-07,-dpmgl1QauHRhfrHu1NTYg,OK,38.04053718,-78.47056421,3.933482647,,,,,,
"[-78.498283, 38.036622]",G0025AL8300,ENCL,-78.498283,38.036622,© Google,2019-07,6dlJvt-7H0Mi7xj-llbTOw,OK,38.03663209,-78.49824002,3.936203658,,,,,,
"[-78.473302, 38.037868]",G0025PM1200,ENCL,-78.473302,38.037868,© Google,2019-07,m73Mya-zwUNxZcy5jI1lTA,OK,38.0378696,-78.4732572,3.936877736,,,,,,
"[-78.462556, 38.039767]",G0025VN3500,ENCL,-78.462556,38.039767,© Google,2019-07,CkycuTi3Zn4HyygKGFLu2Q,OK,38.03980126,-78.46254438,3.937370646,,,,,,
"[-78.479692, 38.031039]",G0025LH5300,ENCL,-78.479692,38.031039,© Google,2019-07,gjjQKbnbU7uKLQnutZHzdw,OK,38.03107318,-78.47967985,3.941312712,1,1,1,0,0,
"[-78.489938, 38.039688]",G0025FN6500,ENCL,-78.489938,38.039688,© Google,2019-07,Pr8rrvDved0lDb0w_jRzVQ,OK,38.0397232,-78.4899319,3.943627504,,,,,,
"[-78.483695, 38.050282]",G0026JC2300,ENCL,-78.483695,38.050282,© Google,2019-07,P09Z1UNM_iF3flMRRWs-Ag,OK,38.0503158,-78.4836811,3.945103425,,,,,,
"[-78.50111, 38.026964]",F2325XE1200,ENCL,-78.50111,38.026964,© Google,2012-08,uwW6tCWBajScsXcGcQFr_A,OK,38.02694586,-78.50107136,3.94516536,,,,,,
"[-78.466864, 38.018354]",G0024SN9300,ENCL,-78.466864,38.018354,© Google,2019-07,aQuaxCz1sgISaFKmDaW63A,OK,38.0183836,-78.466889,3.951421566,,,,,,
"[-78.497642, 38.057086]",G0026BL2000,ENCL,-78.497642,38.057086,© Google,2019-07,akNLZrXcDPAQQiuFmIK8_w,OK,38.05708499,-78.49768702,3.95263956,,,,,,
"[-78.497642, 38.057086]",G0026BL2000,ENCL,-78.497642,38.057086,© Google,2019-07,akNLZrXcDPAQQiuFmIK8_w,OK,38.05708499,-78.49768702,3.95263956,,,,,,
"[-78.485716, 38.050656]",G0026IG1400,ENCL,-78.485716,38.050656,© Google,2012-08,_TtgY-XwzOvD-VdODr2XFg,OK,38.0506558,-78.4856709,3.958579883,,,,,,
"[-78.519661, 38.027887]",F2325ME4900,ENCL,-78.519661,38.027887,© Google,2019-07,QoOIO-m5wTdXk8Fy4NVUkg,OK,38.0278593,-78.5196895,3.964172284,1,1,1,0,0,
"[-78.466794, 38.029217]",G0025SG3100,ENCL,-78.466794,38.029217,© Google,2019-07,PWh5oEScS6yLxswIPQlwJA,OK,38.02924322,-78.46676331,3.966329195,,,,,,
"[-78.46757, 38.03268]",G0025SI4500,ENCL,-78.46757,38.03268,© Google,2012-08,Ec_U9FD5xPpZRZFvD3R4AQ,OK,38.03267267,-78.46761423,3.967673805,1,1,1,0,0,
"[-78.500864, 38.042215]",F2326XA2300,ENCL,-78.500864,38.042215,© Google,2019-07,YqMIYA7XK4GPi6HElNzETA,OK,38.0421807,-78.50087675,3.968617205,1,1,1,0,0,
"[-78.50657, 38.030387]",F2325TG9600,ENCL,-78.50657,38.030387,© Google,2015-10,DgH5XDVRGDSciUrR5GOKrg,OK,38.03042,-78.5065526,3.96870029,,,,,,
"[-78.480547, 38.03091]",G0025KH9400,ENCL,-78.480547,38.03091,© Threshold 360,2017-04,CAoSLEFGMVFpcE1qZVE0UkRRQ3FhVFNaSlAweUV5cnNmX2JqdmZTcDhaWGZHTEVD,OK,38.03088376,-78.48057773,3.970225436,,,,,,
"[-78.496573, 38.043697]",G0026BB8400,ENCL,-78.496573,38.043697,© Google,2012-08,-gaPrk_vQzlzyyKIbgj7Ug,OK,38.04367085,-78.496542,3.978884486,1,1,1,0,0,
"[-78.485982, 38.047729]",G0026HE8300,ENFL,-78.485982,38.047729,© Google,2012-08,lwzqn_5a17Ui14_kmcK3Lw,OK,38.04776477,-78.48598509,3.979642777,,,,,,
"[-78.476898, 38.031402]",G0025NH1600,ENCL,-78.476898,38.031402,© Google,2018-06,RKpwSMsxa4MjHZdGhIAV6w,OK,38.03136715,-78.47688731,3.980038691,,,,,,
"[-78.492921, 38.050647]",G0026DG9600,ENFL,-78.492921,38.050647,© Google,2019-07,h-busNGAHxyYrKCCbKd7XA,OK,38.05062768,-78.49295921,3.980765655,,,,,,
"[-78.476644, 38.031819]",G0025NH2800,ENCL,-78.476644,38.031819,© Google,2018-06,iPDXSC6gazGjYJBVb5whhg,OK,38.03185018,-78.47662157,3.981414288,1,1,1,0,0,
"[-78.467456, 38.026102]",G0025SE6700,ENCL,-78.467456,38.026102,© Threshold 360,2017-05,CAoSLEFGMVFpcE9qUUdzY3Y1SC0zOWJhV3pOZnVDVm9aYzd4eUJWSWwtQWhsUDJH,OK,38.02607522,-78.46742576,3.985744374,,,,,,
"[-78.482973, 38.022037]",G0025JA6800,ENCL,-78.482973,38.022037,© Google,2017-07,YOL9rbNoM91KX_KwC2OX8w,OK,38.02202701,-78.48292937,3.988348334,1,1,1,0,0,
"[-78.494968, 38.027086]",G0025CE8400,ENCL,-78.494968,38.027086,© Google,2019-07,lsRYgmJY3c0GgKmxv2Cdtw,OK,38.02706723,-78.49500678,3.991675202,,,,,,
"[-78.50781, 38.014203]",F2324TK1100,ENCL,-78.50781,38.014203,© Google,2012-07,E0UxsLb2TC48vJm7KyMIkQ,OK,38.0141692,-78.5077944,3.993978607,,,,,,
"[-78.496368, 38.033991]",G0025BJ9400,ENCL,-78.496368,38.033991,© Google,2019-07,aYxNwOJEfjSGISHJwtnvUg,OK,38.0339759,-78.4964093,3.994450505,1,1,1,low,0,
"[-78.48103, 38.046799]",G0026KD7700,ENCL,-78.48103,38.046799,© Google,2012-08,HvRjh1Fuhgf1aGs2G8wFlA,OK,38.04678162,-78.48106986,3.995224703,1,1,1,0,0,
"[-78.474132, 38.020981]",G0025OA7000,ENCL,-78.474132,38.020981,© Google,2012-07,gZ10n_yTXAG9XuSTiyC93w,OK,38.02100929,-78.47416023,4.000382277,1,1,1,0,0,
"[-78.487682, 38.037449]",G0025GM9000,ENCL,-78.487682,38.037449,© Google,2018-06,81Yoh0kCy7Kb_orooyUuTg,OK,38.03742557,-78.48771663,4.000391057,,,,,,
"[-78.484127, 38.022132]",G0025IA9800,COXX,-78.484127,38.022132,© Google,2018-06,H1f9ShWKoWcpShexkBOcpA,OK,38.0221036,-78.4840988,4.008527922,1,1,1,0,0,
"[-78.49497, 38.038497]",G0025CM8700,ENCL,-78.49497,38.038497,© Google,2017-06,_GWAoiD3Qgh9oeuvvYI4tQ,OK,38.03852626,-78.49494304,4.018403546,1,1,1,0,0,
"[-78.488088, 38.030127]",G0025GG6700,ENCL,-78.488088,38.030127,© Google,2019-07,LQa7pdQoclnZeRnPPmZH7Q,OK,38.03015897,-78.48810952,4.020037298,,,,,,
"[-78.505576, 38.029846]",F2325UG6300,ENCL,-78.505576,38.029846,© Google,2015-10,VqEi_W05hznlH7FKz9PBxA,OK,38.029853,-78.50562094,4.021601651,,,,,,
"[-78.49803, 38.042144]",G0026BA0200,ENCL,-78.49803,38.042144,© Google,2012-08,xSjme6Zz2gX4aHYGmcCZ2A,OK,38.04218004,-78.49803496,4.024158671,,,,,,
"[-78.477334, 38.030674]",G0025MH8000,ENCL,-78.477334,38.030674,© Google,2018-06,c46tfg8WavoWIgZtwp_vYA,OK,38.03069173,-78.47729398,4.027211705,,,,,,
"[-78.490253, 38.048342]",G0026FE7600,ENCL,-78.490253,38.048342,© Google,2019-07,xjy3s15xrP8LmQBFwZ3kkg,OK,38.0483643,-78.4902892,4.027776932,1,1,1,0,0,
"[-78.492918, 38.040006]",G0025DN9800,ENCL,-78.492918,38.040006,© Google,2012-08,22gbHhLZN3pEKNi6R-D7IA,OK,38.03997163,-78.49290326,4.028202926,,,,,,
"[-78.456557, 38.044071]",G0126AB8600,ENCL,-78.456557,38.044071,© Google,2014-10,KZrdmmJMpFimAV6KBRaNHg,OK,38.0440744,-78.4565113,4.02925271,1,1,1,0,0,
"[-78.477489, 38.033829]",G0025MJ7300,ENFL,-78.477489,38.033829,© Google,2012-08,GG_hxYThYeThL4lkFT5PNA,OK,38.03379314,-78.4774963,4.031501005,1,1,1,0,0,
"[-78.49424, 38.019229]",G0024DN2900,ENCL,-78.49424,38.019229,© Google,2012-07,0vg2HujsPvbdMM4YUinCMg,OK,38.01920447,-78.49420614,4.031898019,,,,,,
"[-78.498989, 38.043794]",G0026AB5400,ENCL,-78.498989,38.043794,© Google,2019-07,_xu6SKpw8vEPH1NecI6utQ,OK,38.04382763,-78.49897158,4.033519206,,,,,,
"[-78.499868, 38.04965]",F2326XF8700,OPEN,-78.499868,38.04965,© Google,2012-08,0vDFaIjqVtbvJYzPXs93uQ,OK,38.04965805,-78.49991284,4.03619062,1,1,1,0,0,
"[-78.505256, 38.02544]",F2325UD8200,ENCL,-78.505256,38.02544,© Google,2019-07,n3qphHKE0avskKwzqld7xQ,OK,38.02540565,-78.5052712,4.039275193,1,1,1,0,0,
"[-78.485511, 38.038241]",G0025IM1500,ENCL,-78.485511,38.038241,© Google,2019-07,OHQ9CsMIR-m9IOIDRb0CnQ,OK,38.03827645,-78.48552151,4.041169126,,,,,,
"[-78.486756, 38.031514]",G0025HH4600,ENCL,-78.486756,38.031514,© Google,2019-07,UssqbKMfxEretuieCHla5g,OK,38.03147949,-78.4867708,4.044699476,,,,,,
"[-78.473924, 38.040194]",G0025ON7900,OPEN,-78.473924,38.040194,© Google,2012-08,JrcB2Gwo186FkhRkC7p4qw,OK,38.04022086,-78.47389282,4.047261927,,,,,,
"[-78.477885, 38.040827]",G0025MO5400,ENCL,-78.477885,38.040827,© Google,2019-07,2LoiZkb-c154Ijen6ZB3WQ,OK,38.04082242,-78.47793075,4.047763323,,,,,,
"[-78.49848, 38.04043]",G0025AO7100,ENCL,-78.49848,38.04043,© Google,2019-07,Q8wkG2erGqZQgwy0rcwEaA,OK,38.040412,-78.49852023,4.057837057,1,1,1,0,0,
"[-78.498758, 38.05785]",G0026AL6700,ENFL,-78.498758,38.05785,© Google,2019-08,uMI_1zUacbjCjWf-JP-aHw,OK,38.05781916,-78.49873312,4.060463797,1,1,1,0,0,
"[-78.477902, 38.042458]",G0026MA5500,OPEN,-78.477902,38.042458,© Google,2017-07,_L5mGL9ud4qCXEUa3_1_OQ,OK,38.04249324,-78.47788956,4.06150542,,,,,,
"[-78.457963, 38.040635]",G0125AO1200,ULFL,-78.457963,38.040635,© Google,2014-10,0830joDOL5jm4k2h6flGlA,OK,38.04066764,-78.45794207,4.06236431,,,,,,
"[-78.482235, 38.029344]",G0025KG1100,ENCL,-78.482235,38.029344,© Google,2019-07,dZgjHTFH3SBvY_Edo8WydA,OK,38.02938007,-78.48224296,4.064182625,1,1,1,0,0,
"[-78.468387, 38.032409]",G0025RI9200,ENCL,-78.468387,38.032409,© Google,2012-08,EGEIY16PmfOHJoDmidc1kw,OK,38.0324237,-78.4683446,4.064355706,1,1,1,0,0,
"[-78.504247, 38.019748]",F2324VO5300,ENCL,-78.504247,38.019748,© Google,2012-08,SYroLjSfXdrsTnJtFtHAXg,OK,38.0197133,-78.50423219,4.064640974,1,1,1,0,0,
"[-78.494699, 38.018678]",G0024CN9500,ENCL,-78.494699,38.018678,© Google,2012-07,N-LnkdOdWlrcq9iCB87uxQ,OK,38.01866315,-78.49465667,4.066418171,,,,,,
"[-78.508235, 38.038759]",F2325SM9900,OPEN,-78.508235,38.038759,© Google,2015-10,H99IHsPh2Z6C6bMOOzCHuw,OK,38.03878418,-78.50820135,4.066742142,1,1,1,0,0,
"[-78.496001, 38.045517]",G0026CC2700,ENFL,-78.496001,38.045517,© Google,2012-08,oCXk7WT8Pwarvrrldf0_6Q,OK,38.0455456,-78.49603,4.069091632,,,,,,
"[-78.489735, 38.029052]",G0025FF8800,ENCL,-78.489735,38.029052,© Google,2019-07,Jme4cv6BAy3KDIRMb61qxw,OK,38.02906646,-78.48977767,4.075495357,,,,,,
"[-78.490027, 38.050434]",G0026FG6300,ENCL,-78.490027,38.050434,© Google,2019-07,q7ilxlU7O5KztyIqPdhD6w,OK,38.05039778,-78.49003515,4.083744667,1,1,1,0,0,
"[-78.50194, 38.041757]",F2326WA6000,ENCL,-78.50194,38.041757,© Google,2019-07,Wm7nWPHWUCgVxpYuapjtdw,OK,38.04172284,-78.50192262,4.08682715,1,1,1,0,0,
"[-78.478674, 38.018017]",G0024MN1900,ENFL,-78.478674,38.018017,© Google,2012-08,kL89heSUgp556AtDdrHbwg,OK,38.01799345,-78.47870983,4.090462887,,,,,,
"[-78.501466, 38.016843]",F2324WM8100,ENCL,-78.501466,38.016843,© Google,2019-07,6sFwCy5I0KbuJS4srIzy3w,OK,38.0168683,-78.5015,4.098782802,1,1,1,0,0,
"[-78.495708, 38.044555]",G0026CC4100,ENFL,-78.495708,38.044555,© Google,2019-07,QgbzFbzlx8FLiCIALSI0ew,OK,38.04458887,-78.49572663,4.099594578,,,,,,
"[-78.493999, 38.019496]",G0024DO3100,ENCL,-78.493999,38.019496,© Google,2019-07,uCmW5VKON3ANxauXr4UWfA,OK,38.01946019,-78.49398751,4.101124563,1,1,1,0,0,
"[-78.50041, 38.025414]",F2325XD6100,ENCL,-78.50041,38.025414,© Google,2019-07,mtkD-ZMMz9Hv2hze8xxjyQ,OK,38.02539086,-78.50044644,4.102655885,,,,,,
"[-78.501443, 38.02883]",F2325XF0600,ENCL,-78.501443,38.02883,© Google,2019-07,tiMuTMAn5QeAscByoIUSAw,OK,38.028864,-78.50146142,4.105882219,,,,,,
"[-78.512389, 38.039837]",F2325QN6700,ENCL,-78.512389,38.039837,© Google,2019-07,usuz9TFGDdNIpNfmwoPrwA,OK,38.03982253,-78.5124321,4.110271967,,,,,,
"[-78.494044, 38.056862]",G0026DL3000,ENCL,-78.494044,38.056862,© Google,2017-07,w9OAk1iL6xw_XFfXYlGb6w,OK,38.05684479,-78.49400251,4.111671551,,,,,,
"[-78.481541, 38.018171]",G0024KN4000,ENCL,-78.481541,38.018171,© Google,2012-10,AlZToOKCgpG4GFRdtCKeDA,OK,38.0181371,-78.4815221,4.112536648,,,,,,
"[-78.474958, 38.026883]",G0025OE2300,ENCL,-78.474958,38.026883,© Google,2019-07,b7XgSRt3r3cfBkmdfEq1IQ,OK,38.02687536,-78.47491215,4.114311862,,,,,,
"[-78.521137, 38.022534]",F2325LB6000,ENCL,-78.521137,38.022534,© Google,2019-07,ZjQT4aehN_R9oaqSRWovmA,OK,38.02250894,-78.52117155,4.116153303,,,,,,
"[-78.464758, 38.034226]",G0025UJ1600,ENCL,-78.464758,38.034226,© Google,2017-06,pTf5KyKJhLeAOzTkHxo-2Q,OK,38.03425428,-78.46478832,4.116192393,0,1,1,medium,0,
"[-78.513094, 38.029436]",F2325QG2000,ENCL,-78.513094,38.029436,© Google,2019-07,wAwhszgY9BQugqEaIVuQZw,OK,38.02947104,-78.51307856,4.118758813,,,,,,
"[-78.497593, 38.043267]",G0026BB3200,ENCL,-78.497593,38.043267,© Google,2019-07,85NpL3C6yu0-ACm6cnOZhw,OK,38.04325434,-78.49763715,4.122557104,1,1,1,low,0,
"[-78.489285, 38.035198]",G0025FK9200,ENCL,-78.489285,38.035198,© Google,2019-07,KK80MYOKCoyBHTL4SjxPjw,OK,38.03523512,-78.48928718,4.124723417,,,,,,
"[-78.463022, 38.043648]",G0026VB1400,ENCL,-78.463022,38.043648,© Google,2019-07,DJ5bquyPlfk39cZwpr_b-w,OK,38.04361745,-78.46299524,4.125415399,1,1,1,0,0,
"[-78.465314, 38.034647]",G0025TJ7800,ENCL,-78.465314,38.034647,© Google,2012-08,UvXcILWHQnao1f3ppEoUpg,OK,38.03464242,-78.46526731,4.130679195,1,1,1,0,0,
"[-78.478975, 38.017123]",G0024MM0300,ENCL,-78.478975,38.017123,© Google,2012-07,98SModIozFalNJh5A6WofQ,OK,38.01708908,-78.47895565,4.130965,,,,,,
"[-78.498917, 38.028474]",G0025AF4400,ENCL,-78.498917,38.028474,© Google,2017-07,e8al83EGW-w3UB2FL1vBfQ,OK,38.02847224,-78.49887,4.13124552,,,,,,
"[-78.479232, 38.024351]",G0025LC2000,ENCL,-78.479232,38.024351,© Google,2019-07,hO8rdmabp7FdjS6pMEWa7Q,OK,38.02433803,-78.47918788,4.132540671,1,1,1,0,0,
"[-78.499557, 38.034213]",G0025AJ1500,ENCL,-78.499557,38.034213,© Google,2019-07,iNqPh9IAjq23WzuMWkFEtQ,OK,38.03420996,-78.49951002,4.138416686,1,1,1,0,0,
"[-78.489427, 38.028082]",G0025FF9100,ENCL,-78.489427,38.028082,© Google,2019-07,OQZb3MP4HnDlB-Bp8brrhg,OK,38.0280997,-78.4894685,4.139573548,,,,,,
"[-78.512175, 38.021498]",F2325QA7300,ENCL,-78.512175,38.021498,© Google,2019-07,z3MaSw48ZyZbmt1rY2kE6g,OK,38.02149493,-78.512128,4.140955497,,,,,,
"[-78.477281, 38.040897]",G0025MO9500,ENFL,-78.477281,38.040897,© John LeMasney,2016-12,CAoSLEFGMVFpcE5hYWxJUkF0eU9nSExmZGxDVklXaFdpUmdxdkxBLTZaY1p3Y0V0,OK,38.0408718,-78.4773158,4.142002259,,,,,,
"[-78.496005, 38.040428]",G0025CO2200,ENCL,-78.496005,38.040428,© Google,2019-07,5bYMh3pLMzD1fY_UYLVFXA,OK,38.04043092,-78.49605212,4.149437016,,,,,,
"[-78.496691, 38.017872]",G0024BM7800,ENCL,-78.496691,38.017872,© Google,2019-07,3QC6el8b6mlJcBNdmYNWmA,OK,38.01790473,-78.49666815,4.149736954,1,1,1,0,0,
"[-78.469188, 38.016107]",G0024RL6600,ENCL,-78.469188,38.016107,© Google,2019-07,FIU-hkAI9EoAhUDSOp3gWg,OK,38.01614215,-78.46920409,4.14979148,,,,,,
"[-78.476116, 38.025601]",G0025ND5300,ENCL,-78.476116,38.025601,© Google,2018-06,iBXCK8Qn_zKYgvgO6MN9rQ,OK,38.02560998,-78.4760701,4.151498303,,,,,,
"[-78.459169, 38.04519]",G0026XC3600,COLN,-78.459169,38.04519,© Google,2014-10,6TxtliHlowRAEjb8WgbBmQ,OK,38.04515311,-78.45916124,4.15154503,1,1,1,0,0,
"[-78.495906, 38.060819]",G0026CO2100,ENCL,-78.495906,38.060819,© Google,2019-07,7yH4Y4JVdiZCHlA7RSLdAQ,OK,38.0608178,-78.4959533,4.153178469,1,1,1,0,0,
"[-78.4824, 38.06055]",G0026JN9600,ENCL,-78.4824,38.06055,© Google,2014-10,rDFvJ5UoJW0b9yHjdpjwjw,OK,38.06053,-78.48236,4.15345097,1,1,1,0,0,
"[-78.464047, 38.037191]",G0025UL5800,ENCL,-78.464047,38.037191,© Google,2019-07,-I_2b2-NF6BE3rD8CMHRJQ,OK,38.03715385,-78.46405278,4.154813292,,,,,,
"[-78.507983, 38.031392]",F2325TH2500,ENCL,-78.507983,38.031392,© Google,2019-07,Y77MIrrXcy-3TQHRR2OpEw,OK,38.03141209,-78.50802293,4.155089918,1,1,1,0,0,
"[-78.507983, 38.031392]",F2325TH2500,ENCL,-78.507983,38.031392,© Google,2019-07,Y77MIrrXcy-3TQHRR2OpEw,OK,38.03141209,-78.50802293,4.155089918,1,1,1,0,0,
"[-78.465243, 38.023576]",G0025TB8800,ENCL,-78.465243,38.023576,© Google,2008-09,3LDauaXw-uuAhE6SvdgumA,OK,38.02356858,-78.46528939,4.155303735,1,1,1,0,0,
"[-78.467184, 38.039178]",G0025SN7300,ENCL,-78.467184,38.039178,© Google,2019-07,LHiF6uT4zg2yXQCHNthEdA,OK,38.03916318,-78.46722748,4.156008901,,,,,,
"[-78.463389, 38.024782]",G0025VC9800,ENCL,-78.463389,38.024782,© Google,2019-07,hwWhjZZij0EgjpK9gFNOdg,OK,38.0247626,-78.46342951,4.157989669,0,1,1,medium,0,
"[-78.472758, 38.05547]",G0026PJ5000,ENCL,-78.472758,38.05547,© Google,2014-10,_40Denr9vXRWwbhtuLdhlA,OK,38.05550515,-78.4727416,4.158522054,,,,,,
"[-78.493399, 38.028493]",G0025DF6400,ENCL,-78.493399,38.028493,© Google,2019-07,LGg3JNFN7BHhHpV6Zt8Dcw,OK,38.02852922,-78.49338684,4.16017338,,,,,,
"[-78.470662, 38.038431]",G0025QM7700,ENFL,-78.470662,38.038431,© Google,2019-07,CeMKYVqC0lzjtq3H4WANKQ,OK,38.03846848,-78.470661,4.161301732,,,,,,
"[-78.47485, 38.029442]",G0025OG3100,ENFL,-78.47485,38.029442,© Google,2019-07,2AK3Iz9Df_8R_C5zR_A5tQ,OK,38.0294233,-78.4748911,4.162855078,1,1,1,0,0,
